p,T,viscosity,x1
101000,293.15,0.0004057,0.0105
101000,293.15,0.0004062,0.0154
101000,293.15,0.000407,0.0202
101000,293.15,0.0004082,0.025
101000,293.15,0.0004099,0.0291
101000,293.15,0.0004109,0.0344
101000,293.15,0.0004124,0.0392
