p,T,viscosity,x1,density
,298.15,0.0020743,0,759.06
,298.15,0.0017946,0.1041,753.59
,298.15,0.0015953,0.2003,748.01
,298.15,0.0013624,0.3021,741.41
,298.15,0.0011364,0.4053,733.38
,298.15,0.0009502,0.5024,724.71
,298.15,0.0007806,0.6012,714.6
,298.15,0.0006276,0.7022,702.32
,298.15,0.0004899,0.8003,688.07
,298.15,0.0003762,0.8985,670.59
,298.15,0.0002753,1,648.54
