p,T,viscosity
100000,313.15,0.00195
100000,333.15,0.00136
100000,353.15,0.00102
100000,373.15,0.000785
100000,310.93,0.001953
100000,333.15,0.001335
100000,352.59,0.00101
100000,372.04,0.000776
100000,388.15,0.00067
100000,408.15,0.00054
100000,293.15,0.00287
100000,303.15,0.00231
100000,313.15,0.00189
100000,323.15,0.00158
100000,333.15,0.00134
