Alkane,C,n1,n2,n3,e1,e2,e3,Objective
Butane,-0.7442425835900577,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.0004072498138576405
Hexane,-0.7802939947292613,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.0005092291773536746
Octane,-0.8069274470837206,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.000601795791698722
Decane,-0.7720546448250727,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,7.512462728782914e-5
Dodecane,-0.8419779200848714,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.0017105281167478325
Tetradecane,-0.7219844077037818,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.00012061049454820611
Hexadecane,-0.7255502153892115,0.6593456210230895,-0.184143592157386,0.03109642251515929,1.4000051112368659,2.1000383498651725,2.600012234307188,0.0005032996163384819
