pressure,temperature,dynamic_viscosity
100000,283.15,0.001037
100000,293.15,0.000887
100000,303.15,0.000768
100000,313.15,0.000653
100000,323.15,0.000595
100000,333.15,0.000529
100000,343.15,0.000475
100000,353.15,0.000428
100000,363.15,0.000388
100000,373.15,0.000355
