pressure,temperature,dynamic_viscosity
100000,283.15,0.000719
100000,293.15,0.000628
100000,303.15,0.000554
100000,313.15,0.000453
100000,323.15,0.000441
100000,333.15,0.000397
100000,343.15,0.000368
100000,353.15,0.000329
100000,363.15,0.000294
100000,373.15,0.000261
