pressure,temperature,dynamic_viscosity
100000,283.15,0.00173
100000,293.15,0.00143
100000,303.15,0.0012
100000,313.15,0.00101
100000,323.15,0.000883
100000,333.15,0.000771
100000,343.15,0.00068
100000,353.15,0.000605
100000,363.15,0.000543
100000,373.15,0.000492
