pressure,temperature,dynamic_viscosity
100000,283.15,0.00536
100000,293.15,0.004
100000,303.15,0.00309
100000,313.15,0.00247
100000,323.15,0.002
100000,333.15,0.00166
100000,343.15,0.00141
100000,353.15,0.00121
100000,363.15,0.00105
100000,373.15,0.00091
